price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
1.59,3,4,3,1,high,178.37,super built up,old,bestech park view residency,palam vihar,"['3 wardrobe', '4 fan', '1 geyser', '5 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
0.56,1,2,2,0,mid,60.48,carpet,old,bestech park view residency,palam vihar,"['1 wardrobe', '2 fan', '1 geyser', '3 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
2.0,3,4,3,1,high,199.65,super built up,new,conscient heritage max,sector 102 gurgaon,"['5 fan', '1 exhaust fan', '3 geyser', '1 stove', '5 light', '1 modular kitchen', '5 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['huda metro station', 'ocus medley mall', 'the esplanade mall', 'gurugram road', 'dwarka expy', 'prime scholars international school', 'dpg degree college', 'the signature advanced super speciality', 'indira gandhi intl airport', 'basai dhankot railway station', 'altrade business centre', 'holiday inn gurugram sector 90', 'skyjumper trampoline park gurgaon', 'hamoni golf camp', 'nehru stadium']"
1.35,3,4,3,1,high,153.29,super built up,new,emaar gurgaon greens,sector 102 gurgaon,"['4 fan', '1 exhaust fan', '1 stove', '5 light', '5 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['jms marine square mall', 'dwarka expressway', 'basai road', 'prime scholars int. school', 'dpg institute of technology', 'vibrant hospital', 'indira gandhi international airport', 'imt manesar', 'skyjumper trampoline park', 'ramgarh farms & resort']"
1.9,3,3,3,1,low,253.35,super built up,new,bptp amstoria,sector 102 gurgaon,"['5 fan', '2 geyser', '5 light', '4 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['early basket grocery shop', 'conscient one mall', 'dwarka expressway', 'imperial heritage school', 'yashroop hospital', 'igi airport', 'daultabad village park', 'aradhya cricket club gurgaon', 'gurgaon old railway station', 's pizza"", ']"
1.7,3,4,3,1,high,180.42,super built up,new,conscient heritage max,sector 102 gurgaon,"['5 fan', '1 exhaust fan', '1 stove', '4 light', '5 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['huda metro station', 'ocus medley mall', 'the esplanade mall', 'gurugram road', 'dwarka expy', 'prime scholars international school', 'dpg degree college', 'the signature advanced super speciality', 'indira gandhi intl airport', 'basai dhankot railway station', 'altrade business centre', 'holiday inn gurugram sector 90', 'skyjumper trampoline park gurgaon', 'hamoni golf camp', 'nehru stadium']"
1.15,3,3,3,1,high,163.51,super built up,new,paras dews,sector 106 gurgaon,"['4 fan', '1 exhaust fan', '5 light', '4 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['mg road metro station', 'neosquare shopping mall', 'dwarka expressway', 'glorious world school', 'dpg institute of technology', 'chirag hospital', 'indira gandhi international airport', 'gurgaon', 'country inn & suites by radisson', 'skyjumper trampoline park', 'hamoni golf camp']"
1.1,3,3,3,0,high,175.59,super built up,old,ss the coralwood,sector 84 gurgaon,"['3 wardrobe', '5 fan', '1 exhaust fan', '3 geyser', '10 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sapphire 83 mall', 'sector 84 road', 'dwarka expy', 'delhi public school, sector 84', 'dpg degree college', 'aarvy hospital', 'indira gandhi intl airport', 'garhi harsaru junction', 'skyview corporate park', 'hyatt regency gurgaon', 'aapnoghar', 'manesar golf course', 'nakhrola stadium']"
1.3,3,3,3,1,mid,153.29,super built up,new,emaar gurgaon greens,sector 102 gurgaon,"['6 fan', '1 exhaust fan', '3 geyser', '6 light', '3 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['jms marine square mall', 'dwarka expressway', 'basai road', 'prime scholars int. school', 'dpg institute of technology', 'vibrant hospital', 'indira gandhi international airport', 'imt manesar', 'skyjumper trampoline park', 'ramgarh farms & resort']"
4.85,4,5,3,1,high,266.07,carpet,new,ireo the grand arch,sector 58 gurgaon,"['4 wardrobe', '4 fan', '1 exhaust fan', '6 geyser', '1 stove', '7 light', '5 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no washing machine', 'no water purifier']","['sector 55-56 rapid metro', 'paras trinity mall', 'rajesh pilot road', 'shalom presidency school', 'sushant university', 'w pratiksha hospital', 'indira gandhi international airport', 'international tech park gurgaon', 'grand hyatt gurgaon', 'grand hyatt gurgaon', 'jinga lala theme park gurgaon delhi', 'teri golf course', 'tau devilal sports complex']"
2.2,2,2,1,1,mid,127.74,carpet,new,ireo the grand arch,sector 58 gurgaon,"['6 fan', '1 exhaust fan', '3 geyser', '5 light', '2 ac', '1 chimney', '1 modular kitchen', '2 wardrobe', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sector 55-56 rapid metro', 'paras trinity mall', 'rajesh pilot road', 'shalom presidency school', 'sushant university', 'w pratiksha hospital', 'indira gandhi international airport', 'international tech park gurgaon', 'grand hyatt gurgaon', 'grand hyatt gurgaon', 'jinga lala theme park gurgaon delhi', 'teri golf course', 'tau devilal sports complex']"
1.25,3,3,3,1,low,163.32,super built up,new,experion the heartsong,sector 108 gurgaon,"['5 fan', '6 light', '5 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['galleria 108 mall', 'dwarka expressway', 'central peripheral road', 'the shikshiyan school', 'manipal hospital', 'indira gandhi international airport', 'vivanta new delhi, dwarka', 'skyjumper trampoline park', 'fun n food village']"
1.55,3,3,3,1,mid,186.08,super built up,new,experion the heartsong,sector 108 gurgaon,"['4 fan', '1 exhaust fan', '2 geyser', '7 light', '5 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['galleria 108 mall', 'dwarka expressway', 'central peripheral road', 'the shikshiyan school', 'manipal hospital', 'indira gandhi international airport', 'vivanta new delhi, dwarka', 'skyjumper trampoline park', 'fun n food village']"
1.9,3,3,3,1,high,172.06,super built up,new,shapoorji pallonji joyville gurugram,sector 102 gurgaon,"['4 fan', '2 geyser', '6 light', '5 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['khan market', 'the esplanade mall', 'dwarka expressway', 'garhi road', 'delhi public school', 'sgt university', 'aryan hospital', 'indira gandhi int. airport', 'basai dhankot', 'the executive centre', 'inde hotels & resorts', 'appu ghar', 'dlf golf and country club']"
1.6,3,4,3,1,high,185.34,super built up,new,bestech park view sanskruti,sector 92 gurgaon,"['3 wardrobe', '6 fan', '1 exhaust fan', '3 geyser', '15 light', '5 ac', '1 chimney', '4 curtains', '1 modular kitchen', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sapphire 93 mall', 'dwarka expressway', 'nh-8, imt manesar', 'western peripheral expressway', 'rps international school sector 89', 'dpg institute of technology', 'aarvy healthcare hospital', 'indira gandhi international airport', 'holiday inn sector 90', 'de adventure park', 'national tennis academy sector 98']"
3.0,4,5,3,1,high,195.1,super built up,new,emaar mgf the palm drive,sector 66 gurgaon,"['4 wardrobe', '1 water purifier', '7 fan', '1 exhaust fan', '5 geyser', '25 light', '6 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine']","['sector 55-56 rapid metro station', 'hub 66', 'nh 248a', 'hasanpur', 'ashoka international school', 'gurugram university', 'park hospital', 'indira gandhi international airport', 'sealdah', 'vatika business centre', 'the oberoi gurgaon', 'de adventure park', 'dlf golf and country club', 'tau devilal sports complex']"
2.2,2,2,2,0,mid,127.74,super built up,new,ireo the grand arch,sector 58 gurgaon,[],"['sector 55-56 rapid metro', 'paras trinity mall', 'rajesh pilot road', 'shalom presidency school', 'sushant university', 'w pratiksha hospital', 'indira gandhi international airport', 'international tech park gurgaon', 'grand hyatt gurgaon', 'grand hyatt gurgaon', 'jinga lala theme park gurgaon delhi', 'teri golf course', 'tau devilal sports complex']"
5.2,4,6,3,1,high,450.39,super built up,new,experion windchants,sector 112 gurgaon,"['6 fan', '1 exhaust fan', '3 geyser', '1 stove', '9 light', '6 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['ansal plaza', 'dwaraka expressway', 'first step play school', 'sri ma montessori international', 'jai sai ram hospital', 'park hospital', 'igi airport', 'gurgaon railway station']"
2.35,3,4,3,1,high,165.09,super built up,old,dlf regency park 2,dlf phase 4,"['3 wardrobe', '5 fan', '1 exhaust fan', '3 geyser', '9 light', '1 modular kitchen', '4 ac', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dlf phase 1 metro station', 'sector 42-43 metro station', 'new life church', 'hanuman mandir', 'hanuman mandir', 'rbs atm', 'kotak mahindra bank atm', 'standard chartered atm', 'axis bank atm', 'sitaram bhartia', 'marwah clinic', 'sidhesh hospital gurgaon', 'max hospital', 'divine look clinic centre 1', 'dr. kutbuddin akbary', 'lord krishna hospital', 'the dental lounge', 'umkal hospital', 'chikitsa', 'guardian pharmacy', 'axis bank', 'icici bank', 'hdfc bank', 'indusind bank', 'hdfc bank', 'lord krishna bank', 'abn amro bank', 'axis bank', 'pvr cinames', 'dt cinemas', 'nowhere brewpub and cafe', 'fat', 'dighent cafe', 'blue tokai coffee roasters', 'starbucks', 'belgian waffle', 'drunken monkey', 'ccd', 'the chicken boat', 'naveidyam', 'balaji vegetarian paradise', 'barbecue grill', 'food court', 'pizza hut', 'pwo house', 'bahrisons library', 'ncr library']"
2.77,4,4,3,1,low,183.48,carpet,new,emaar mgf emerald floors premier,sector 65 gurgaon,"['1 water purifier', '1 fridge', '1 fan', '1 exhaust fan', '1 dining table', '1 geyser', '1 stove', '1 light', '1 chimney', '1 modular kitchen', '1 curtains', '1 ac', '1 tv', '1 wardrobe', '1 bed', '1 sofa', '1 washing machine', '1 microwave']","['worldmark gurgaon', 'sohna road', 'golf course road', 'ck birla hospital', 'delhi international airport', 'lemon tree hotel']"
2.7,3,3,3,1,mid,153.29,carpet,new,emaar mgf emerald floors premier,sector 65 gurgaon,"['3 wardrobe', '4 fan', '1 exhaust fan', '3 geyser', '12 light', '6 ac', '1 modular kitchen', '1 chimney', '1 curtains', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['worldmark gurgaon', 'sohna road', 'golf course road', 'ck birla hospital', 'delhi international airport', 'lemon tree hotel']"
2.35,3,3,3,1,low,153.29,carpet,new,emaar mgf emerald floors premier,sector 65 gurgaon,"['3 wardrobe', '7 fan', '1 exhaust fan', '3 geyser', '17 light', '1 chimney', '4 ac', '1 curtains', '1 modular kitchen', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['worldmark gurgaon', 'sohna road', 'golf course road', 'ck birla hospital', 'delhi international airport', 'lemon tree hotel']"
2.79,4,4,3,1,low,183.48,carpet,new,emaar mgf emerald floors premier,sector 65 gurgaon,"['1 water purifier', '3 fan', '1 fridge', '1 exhaust fan', '1 dining table', '2 geyser', '1 stove', '2 light', '2 ac', '4 tv', '1 modular kitchen', '1 chimney', '1 curtains', '3 bed', '3 wardrobe', '1 sofa', '1 washing machine', '1 microwave']","['worldmark gurgaon', 'sohna road', 'golf course road', 'ck birla hospital', 'delhi international airport', 'lemon tree hotel']"
2.3,3,4,3,1,low,153.29,carpet,new,emaar mgf emerald floors premier,sector 65 gurgaon,"['1 water purifier', '1 fan', '1 fridge', '1 exhaust fan', '1 dining table', '1 geyser', '1 stove', '1 light', '1 ac', '1 tv', '1 modular kitchen', '1 chimney', '1 curtains', '1 bed', '1 wardrobe', '1 sofa', '1 washing machine', '1 microwave']","['worldmark gurgaon', 'sohna road', 'golf course road', 'ck birla hospital', 'delhi international airport', 'lemon tree hotel']"
2.1,3,4,3,1,high,222.97,super built up,old,the lions cghs,sector 56 gurgaon,"['4 wardrobe', '8 fan', '1 exhaust fan', '2 geyser', '10 light', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sector 54 chowk metro station', 'sector metro station', 'sector metro station', 'sector 53-54 metro station', 'sanatan dharm mandir', 'radhakrishna shani mandir', 'state bank atm', 'icici bank atm', 'icici bank atm', 'citi bank atm', 'indusind bank atm', 'surgicare hospital gurgaon', 'anand hospital gurgaon', 'kriti hospital', 'pracksht hospital', 'arunodaya deseret eye hospital', 'arihant hospital', 'paras hospital gurgaon', 'huda office complex', 'medisca', 'apollo pharmacy', 'heera fuel station', 'hcg cng station', '222', 'hdfc bank and atm', 'kotak mahindra bank', 'indusind bank', 'axis bank', 'state bank of india', 'icici bank', 'hdfc bank', 'hdfc bank & atm', 'pizza hut', 'wat-a-burger', 'burger singh', 'bikanerwala', 'naivedyam restaurant', 'clock tower', 'starbucks', 's jr."", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.35,3,2,2,1,low,120.77,super built up,old,rail vihar cghs,sector 56 gurgaon,,"['sector 54 chowk metro station', 'sector metro station', 'sector metro station', 'sector 53-54 metro station', 'sanatan dharm mandir', 'radhakrishna shani mandir', 'state bank atm', 'icici bank atm', 'icici bank atm', 'citi bank atm', 'indusind bank atm', 'surgicare hospital gurgaon', 'arunodaya deseret eye hospital', 'kriti hospital', 'anand hospital gurgaon', 'pracksht hospital', 'paras hospital gurgaon', 'huda office complex', 'medisca', 'apollo pharmacy', 'intellion park', 'hcg cng station', 'heera fuel station', 'kotak mahindra bank', 'state bank of india', 'indusind bank', 'axis bank', 'icici bank', 'hdfc bank', 'hdfc bank & atm', 'hdfc bank and atm', '222', 'wat-a-burger', 'burger singh', 'bikanerwala', 'naivedyam restaurant', 'pizza hut', 'clock tower', 'starbucks', 's jr."", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
2.23,3,4,3,1,high,227.61,super built up,new,puri emerald bay,sector 104 gurgaon,"['5 fan', '1 exhaust fan', '16 light', '5 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector-21 metro dwarka', 'gurgaon dreamz mall', 'dwarka expressway', 'chauma road', 'delhi public school', 'dpg degree college', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'infinity business park', 'park inn', 's water park"", ']"
2.08,4,4,3,1,low,244.43,built up,new,experion the heartsong,sector 108 gurgaon,"['3 light', '6 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['galleria 108 mall', 'dwarka expressway', 'central peripheral road', 'the shikshiyan school', 'manipal hospital', 'indira gandhi international airport', 'vivanta new delhi, dwarka', 'skyjumper trampoline park', 'fun n food village']"
