price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
1.2,2,2,3,0,mid,152.36,super built up,new,ss the leaf,sector 85 gurgaon,"['3 wardrobe', '9 fan', '1 exhaust fan', '3 geyser', '11 light', '1 chimney', '1 modular kitchen', '4 ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sapphire 83 mall', 'dwarka expressway', 'central peripheral road', 'nh 08', 'pataudi road', 'delhi public school sector 84', 'dpg institute of technology', 'genesis hospital sector 84', 'indira gandhi international airport', 'imt manesar', 'holiday inn hotel sector 90', 'skyjumper trampoline park', 'nakhrola stadium sector 81a']"
2.4,3,3,3,1,low,153.29,super built up,new,emaar mgf emerald floors premier,sector 65 gurgaon,"['3 wardrobe', '5 fan', '1 exhaust fan', '3 geyser', '1 microwave', '11 light', '5 curtains', '1 chimney', '5 ac', '1 modular kitchen', 'no bed', 'no dining table', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['worldmark gurgaon', 'sohna road', 'golf course road', 'ck birla hospital', 'delhi international airport', 'lemon tree hotel']"
2.5,3,3,2,1,high,198.07,super built up,new,dlf the ultima,sector 81 gurgaon,"['1 fridge', '7 fan', '1 exhaust fan', '1 geyser', '1 stove', '10 light', '1 curtains', '3 ac', '1 modular kitchen', '1 chimney', '3 wardrobe', '1 microwave', '1 washing machine', 'no bed', 'no dining table', 'no sofa', 'no tv', 'no water purifier']","['huda metro station (gurugram)', 'vatika town square-inxt', 'manesar road', 'nh 48', 'euro international school, sec 84', 'sgt university', 'miracles apollo cradle hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
1.55,3,3,3,1,mid,159.79,super built up,new,emaar palm gardens,sector 83 gurgaon,"['3 wardrobe', '1 exhaust fan', '3 geyser', '10 light', '1 modular kitchen', '1 chimney', '3 ac', 'no bed', 'no curtains', 'no dining table', 'no fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['lante mall"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.76,3,3,3,1,mid,176.52,super built up,new,emaar palm gardens,sector 83 gurgaon,"['3 wardrobe', '6 fan', '3 geyser', '10 light', '3 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['lante mall"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.76,3,3,3,1,mid,176.52,super built up,new,emaar palm gardens,sector 83 gurgaon,"['3 wardrobe', '10 fan', '1 exhaust fan', '3 geyser', '8 light', '1 chimney', '1 modular kitchen', '1 curtains', '4 ac', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['lante mall"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.4,3,4,2,1,high,210.15,super built up,old,godrej frontier,sector 80 gurgaon,,"['pooja clinic', 'dr. sahil clinic', 'prakash hospital', 'shri rade clinic', 'petrol pump', 'petrol pump indian oil', 'petrol pump maitri motors', 'petrol pump indian oil', 'rao dhaba', 's"", ""mcdonald']"
1.1,3,3,3,1,high,179.12,super built up,old,godrej frontier,sector 80 gurgaon,,"['pooja clinic', 'dr. sahil clinic', 'prakash hospital', 'shri rade clinic', 'petrol pump', 'petrol pump indian oil', 'petrol pump maitri motors', 'petrol pump indian oil', 'rao dhaba', 's"", ""mcdonald']"
2.45,3,3,2,1,high,198.07,super built up,new,dlf the ultima,sector 81 gurgaon,"['3 wardrobe', '8 fan', '1 exhaust fan', '1 stove', '1 washing machine', '10 light', '5 ac', '1 curtains', '1 chimney', '1 modular kitchen', 'no bed', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no water purifier']","['huda metro station (gurugram)', 'vatika town square-inxt', 'manesar road', 'nh 48', 'euro international school, sec 84', 'sgt university', 'miracles apollo cradle hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
3.8,3,4,1,1,high,201.04,super built up,old,ireo the grand arch,sector 58 gurgaon,"['1 water purifier', '5 fan', '1 exhaust fan', '3 geyser', '1 stove', '10 light', '5 ac', '1 chimney', '1 modular kitchen', '3 wardrobe', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no washing machine']","['sector 55-56 rapid metro', 'paras trinity mall', 'rajesh pilot road', 'shalom presidency school', 'sushant university', 'w pratiksha hospital', 'indira gandhi international airport', 'international tech park gurgaon', 'grand hyatt gurgaon', 'grand hyatt gurgaon', 'jinga lala theme park gurgaon delhi', 'teri golf course', 'tau devilal sports complex']"
5.75,3,4,3,1,high,216.37,super built up,new,dlf park place,sector 54 gurgaon,"['1 water purifier', '5 fan', '1 fridge', '1 exhaust fan', '4 geyser', '1 stove', '15 light', '6 ac', '1 chimney', '1 modular kitchen', '3 wardrobe', '1 microwave', '1 washing machine', 'no bed', 'no curtains', 'no dining table', 'no sofa', 'no tv']","['sector 53-54 metro station', 'sector 54 chowk', 'suncity shopping complex', 'iilm university, gurugram', 'eurokids preschool suncity', 'sushant university', 'suncity school gurgaon', 'vallores pre school', 'yes bank atm', 'paras hospitals, gurgaon', 'w pratiksha hospital', 'umkal hospital', 'health care pharmacy', 'apollo pharmacy', 'haryana city gas']"
10.0,4,5,3,1,high,378.3,super built up,old,dlf the belaire,sector 54 gurgaon,"['1 water purifier', '7 fan', '1 fridge', '1 exhaust fan', '4 geyser', '1 stove', '15 light', '7 ac', '1 chimney', '1 modular kitchen', '4 wardrobe', '1 washing machine', '1 microwave', 'no bed', 'no curtains', 'no dining table', 'no sofa', 'no tv']","['sector 42-43 metro station', 'horizon 1 mall', 'golf course road', 'gurgaon faridabad highway', 'paras hospital', 'igi airport', 'dlf golf and country club', 'ernst & young', 'ibis hotel']"
6.2,3,4,3,1,high,249.44,super built up,new,suncity platinum towers,mg road,"['5 fan', '1 exhaust fan', '3 geyser', '10 light', '5 ac', '1 chimney', '1 modular kitchen', '3 wardrobe', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['iffco chowk', 'mg road', 'plaza mall', 'mgf metropolitan mall', 'nh 48', 'lancers international school', 'sushant university', 'the northcap university', 'umkal hospital', 'paras hospitals, gurgaon', 'indira gandhi intl airport']"
1.75,3,3,3,1,mid,176.52,super built up,new,emaar palm gardens,sector 83 gurgaon,"['3 wardrobe', '8 fan', '1 exhaust fan', '1 stove', '10 light', '1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no washing machine', 'no water purifier']","['lante mall"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
2.4,3,3,2,1,high,198.07,super built up,new,dlf the ultima,sector 81 gurgaon,"['1 water purifier', '8 fan', '1 fridge', '1 exhaust fan', '1 dining table', '4 geyser', '10 light', '1 curtains', '1 modular kitchen', '1 chimney', '4 ac', '3 wardrobe', '1 washing machine', 'no bed', 'no microwave', 'no sofa', 'no stove', 'no tv']","['huda metro station (gurugram)', 'vatika town square-inxt', 'manesar road', 'nh 48', 'euro international school, sec 84', 'sgt university', 'miracles apollo cradle hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
1.75,3,3,3,1,mid,176.52,super built up,new,emaar palm gardens,sector 83 gurgaon,"['3 wardrobe', '8 fan', '1 exhaust fan', '1 dining table', '3 geyser', '10 light', '3 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['lante mall"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.4,3,4,2,1,mid,210.15,super built up,old,godrej frontier,sector 80 gurgaon,,"['pooja clinic', 'dr. sahil clinic', 'prakash hospital', 'shri rade clinic', 'petrol pump', 'petrol pump indian oil', 'petrol pump maitri motors', 'petrol pump indian oil', 'rao dhaba', 's"", ""mcdonald']"
0.24,2,2,1,1,high,4270.38,carpet,new,ramsons kshitij,sector 95 gurgaon,,"['bangali clinic', 'yadav clinic', 'dr. j. s. sarkar clinic']"
0.17,1,1,1,0,high,298.4,carpet,new,ramsons kshitij,sector 95 gurgaon,,"['bangali clinic', 'yadav clinic', 'dr. j. s. sarkar clinic']"
0.31,2,2,1,1,low,56479.1,carpet,new,ramsons kshitij,sector 95 gurgaon,,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump']"
0.33,2,2,1,0,high,5101.96,carpet,new,rof ananda,sector 95 gurgaon,,"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.38,3,2,1,0,high,5984.07,carpet,new,rof ananda,sector 95 gurgaon,,"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.21,1,1,1,0,high,3195.96,carpet,new,rof ananda,sector 95 gurgaon,,"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.2,1,1,1,0,high,34.01,carpet,new,rof ananda,sector 95 gurgaon,,"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
1.2,3,3,3,1,mid,150.5,super built up,new,chd avenue 71,sector 71 gurgaon,"['1 fan', '1 exhaust fan', '1 geyser', '1 light', '1 modular kitchen', '1 curtains', '1 chimney', '1 ac', '3 wardrobe', '1 microwave', 'no bed', 'no dining table', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['huda city centre', 'apna mart', 'rajiv chowk', 'sohna road', 'iffco chowk', 'medanta hospital', 'max hospital, gurugram', 'igi airport', 'hdfc bank', 'candor park', 'marriott courtyard', 'radisson suites', 'park plaza', 'flipkart warehouse', 'sadar police station']"
1.26,2,2,3,0,mid,112.88,super built up,new,shapoorji pallonji joyville gurugram,sector 102 gurgaon,"['5 fan', '1 exhaust fan', '2 geyser', '10 light', '4 ac', '1 chimney', '1 modular kitchen', '2 wardrobe', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['khan market', 'the esplanade mall', 'dwarka expressway', 'garhi road', 'delhi public school', 'sgt university', 'aryan hospital', 'indira gandhi int. airport', 'basai dhankot', 'the executive centre', 'inde hotels & resorts', 'appu ghar', 'dlf golf and country club']"
1.34,3,3,3,1,high,166.3,super built up,new,indiabulls centrum park,sector 103 gurgaon,,"['gurgaon dreamz mall', 'huda market, sector 14', 'dwarka expressway', 'delhi gurgaon expressway', 's n international school', 'the northcap university', 'metro hospital, palam vihar', 'indira gandhi international airport', 'gurgaon railway station', 'emaar business park', 'country inn and suites by radisson', 'sector 29 gurgaon pubs and bars', 'huda mini golf course', 'infinitys badminton academy', 'f9 go karting gurgaon']"
2.5,4,4,3,1,high,292.64,super built up,new,ats triumph,sector 104 gurgaon,,"['iffco chowk metro station', 'the esplanade mall', 'dhanwapur road', 'dwarka expressway', 'govt. pg college', 'delhi public school', 'the northcap university', 'shree krishna hospital', 'indira gandhi international airport', 'basai dhankot', 'the executive centre', 'park inn', 's water park"", ']"
3.7,4,5,3,1,high,274.06,super built up,new,puri diplomatic greens,sector 111 gurgaon,"['4 wardrobe', '8 fan', '1 exhaust fan', '4 geyser', '30 light', '7 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'gurgaon dreamz mall', 'dwarka expressway', 'delhi', 'delhi jaipur highway', 'red roses public school', 'the northcap university', 'metro hospital, palam vihar', 'indira gandhi international airport', 'the oberoi, gurgaon']"
0.6,3,2,2,0,mid,139.35,super built up,old,hsiidc sidco shivalik apartments,sector 1 imt manesar,,"['pooja clinic', 'dr. sahil clinic', 'prakash hospital', 'shri rade clinic', 'yadav dental & eye care', 'dental hospital', 'petrol pump maitri motors', 'petrol pump', 'petrol pump indian oil', 's"", ""mcdonald', 'rao dhaba']"
2.2,4,4,3,1,high,319.03,super built up,new,alpha corp gurgaonone 84,sector 84 gurgaon,,"['delhi public school', 'raheja market', 'sapphire mall', 'inxt high street', 'cambridge pre-school', 'euro int. school', 'genesis hospital', 'hdfc bank', 'society park', 'dishoom cinemas']"
7.0,4,6,3,1,high,278.71,super built up,old,dlf the belaire,sector 54 gurgaon,"['6 wardrobe', '7 fan', '1 exhaust fan', '10 light', '1 modular kitchen', '1 curtains', 'no ac', 'no bed', 'no chimney', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sector 42-43 metro station', 'horizon 1 mall', 'golf course road', 'gurgaon faridabad highway', 'paras hospital', 'igi airport', 'dlf golf and country club', 'ernst & young', 'ibis hotel']"
2.6,4,4,3,1,high,292.64,super built up,new,ats triumph,sector 104 gurgaon,,"['iffco chowk metro station', 'the esplanade mall', 'dhanwapur road', 'dwarka expressway', 'govt. pg college', 'delhi public school', 'the northcap university', 'shree krishna hospital', 'indira gandhi international airport', 'basai dhankot', 'the executive centre', 'park inn', 's water park"", ']"
5.8,3,4,3,1,high,281.03,carpet,new,mahindra luminare,sector 59 gurgaon,"['3 wardrobe', '4 fan', '1 exhaust fan', '4 geyser', '3 light', '1 modular kitchen', '1 chimney', '3 ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sector 55-56 metro station', 'metro world mall', 'faridabad gurgaon road', 'sohna road', 'unicosmos school', 'sushant university', 'w pratiksha hospital', 'indira gandhi international airport', 'axis bank', 'bestech business tower', 'grand hyatt gurgaon', 'appu ghar', 'duke horse riding club', 'pvr drive in cinema', 'skyjumper trampoline park']"
1.8,3,3,3,1,high,181.16,super built up,new,shree vardhman victoria,sector 70 gurgaon,"['4 wardrobe', '1 exhaust fan', '9 light', '1 modular kitchen', '5 curtains', '1 chimney', 'no ac', 'no bed', 'no dining table', 'no fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['airia mall', 'golf course extn road', 'sohna road', 'southern peripheral rd, gurugram', 'kunskapsskolan international', 'ektaa hospitals  main sohna rd', 'sanjeevani hospital - child specialist', 'federal bank sector 71', 'central bank of india sohna rd', 'axis bank, sohna rd', 'spaze palazo, golf course ext rd', 'vatika business park sohna rd', 'the medicity, spaze itech park', 'tulip violet society, sector 69', 'indianoil, hasanpur']"
1.4,2,2,2,0,high,132.29,super built up,new,m3m skywalk,sector 74 gurgaon,"['2 wardrobe', '4 fan', '3 geyser', '6 light', '1 chimney', '3 ac', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['omaxe gurgaon mall', 'omaxe celebration mall', 'gurgaon - delhi expy, sector 75a', 'kunskapsskolan school', 'gurugram university', 'park hospital', 'indira gandhi intl airport']"
2.05,4,4,3,1,mid,261.24,super built up,new,ss the leaf,sector 85 gurgaon,"['4 wardrobe', '6 fan', '1 exhaust fan', '3 geyser', '10 light', '1 modular kitchen', '1 chimney', '6 ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sapphire 83 mall', 'dwarka expressway', 'central peripheral road', 'nh 08', 'pataudi road', 'delhi public school sector 84', 'dpg institute of technology', 'genesis hospital sector 84', 'indira gandhi international airport', 'imt manesar', 'holiday inn hotel sector 90', 'skyjumper trampoline park', 'nakhrola stadium sector 81a']"
1.17,2,3,3,1,high,161.74,super built up,new,ss the leaf,sector 85 gurgaon,"['4 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sapphire 83 mall', 'dwarka expressway', 'central peripheral road', 'nh 08', 'pataudi road', 'delhi public school sector 84', 'dpg institute of technology', 'genesis hospital sector 84', 'indira gandhi international airport', 'imt manesar', 'holiday inn hotel sector 90', 'skyjumper trampoline park', 'nakhrola stadium sector 81a']"
1.58,3,3,1,1,high,179.21,super built up,new,dlf the skycourt,sector 86 gurgaon,"['3 wardrobe', '5 fan', '1 exhaust fan', '3 geyser', '7 light', '1 chimney', '1 curtains', '1 modular kitchen', '5 ac', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sapphire 83 mall', 'nh-8, imt manesar', 'rao bharat singh international school', 'dpg institute of technology', 'aarvy healthcare', 'indira gandhi international airport', 'imt manesar', 'holiday inn hotel sector 90', 'aapno ghar', 'national tennis academy sector 98']"
1.25,3,3,3,1,high,158.12,super built up,new,dlf regal gardens,sector 90 gurgaon,,"['ss omnia, sector 86', 'numberdar market, imt manesar', 's supermarket, sector 82"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.37,3,2,1,1,mid,59.84,carpet,new,rof ananda,sector 95 gurgaon,"['1 water purifier', '4 fan', '1 exhaust fan', '6 light', '1 chimney', '1 curtains', 'no ac', 'no bed', 'no dining table', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine']","['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.38,3,2,1,1,low,59.84,carpet,new,rof ananda,sector 95 gurgaon,"['5 fan', '1 exhaust fan', '1 geyser', '8 light', '1 modular kitchen', '1 chimney', '1 curtains', 'no ac', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.32,2,2,1,1,high,51.02,carpet,new,rof ananda,sector 95 gurgaon,"['1 water purifier', '5 fan', '1 exhaust fan', '6 light', '1 chimney', '1 modular kitchen', '1 curtains', 'no ac', 'no bed', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine']","['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.32,2,2,1,1,high,51.02,carpet,new,rof ananda,sector 95 gurgaon,"['1 water purifier', '5 fan', '1 dining table', '5 light', '1 curtains', '1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no exhaust fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine']","['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.2,1,1,1,1,high,34.01,carpet,new,rof ananda,sector 95 gurgaon,,"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.2,1,1,1,1,low,34.01,carpet,new,rof ananda,sector 95 gurgaon,,"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
1.22,3,5,3,1,high,213.68,super built up,new,mapsko royale ville,sector 82 gurgaon,"['3 wardrobe', '5 fan', '1 exhaust fan', '2 geyser', '22 light', '1 modular kitchen', '1 chimney', '1 curtains', 'no ac', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sapphire 83 mall', 'golf course ext rd', 's high school"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.35,3,3,3,1,mid,178.19,super built up,new,spaze privy at4,sector 84 gurgaon,,"['sapphire 83 mall', 'dwarka expressway', 'delhi public school, sector 84', 'dpg institute of technology', 'genesis hospital sector 84', 'indira gandhi international airport', 'imt manesar', 'hyatt regency gurgaon', 'skyjumper trampoline park', 'manesar toll plaza']"
0.55,2,2,1,0,mid,59.37,super built up,new,signature andour heights,sector 71 gurgaon,"['2 wardrobe', '3 fan', '1 exhaust fan', '1 geyser', '5 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['bigbasket spr 5k ds', 'ion digital zone, dpgitm', 'nh8', 'toll plaza', 'dpg institute of technology and mgmt', 'icici bank atm', 'park hospital  sohna rd', 'igi airport', 'hdfc bank, sec 59', 'grey orange (india), nh8', 'tata projects limited sector 71', 'niit, confluence building', 'candor techspace, sec 48', 'tata workshop gurgaon - zedex mobility', 'igl cng pump sec 48']"
1.12,4,4,2,1,high,194.17,carpet,new,sare homes,sector 92 gurgaon,,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump', 'hp petrol pump', 'essar petrol pump', 'indian oil']"
1.1,4,4,3,1,mid,191.1,carpet,new,sare homes,sector 92 gurgaon,,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump', 'hp petrol pump', 'essar petrol pump', 'indian oil']"
0.68,3,3,2,1,high,120.59,carpet,new,sare homes,sector 92 gurgaon,,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump', 'hp petrol pump', 'essar petrol pump', 'indian oil']"
1.19,4,3,3,1,high,211.82,carpet,new,sare homes,sector 92 gurgaon,,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump', 'hp petrol pump', 'essar petrol pump', 'indian oil']"
0.47,2,2,1,1,mid,58.71,super built up,new,suncity avenue 102,sector 102 gurgaon,"['3 fan', '1 exhaust fan', '10 light', '2 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['the hive', 'jms marine square', 'gurugram rd', 'stymerra chowk', 'prime scholars int. school', 'shri hanuman ji mandir', 'aiims', 'signature hospital', 'delhi international airport', 'sector 102 dhankot', 'mcc cricket ground dhankot', 'kfg sports club']"
2.95,4,4,3,1,mid,292.64,built up,new,ats kocoon,sector 109 gurgaon,"['4 wardrobe', '6 fan', '1 exhaust fan', '22 light', '5 ac', '1 modular kitchen', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['jagdish super market', 'dwarka', 'euro international school', 'gyaananda school', 'scr model school', 'radha krishan mandir', 'icici bank atm, annapurna mkt', 'esic dispensary', 'igia airport', 'canara bank new palam vihar', 'gurgaon gramin bank', 'daultabad stadium', 'bharat petroleum shree shyam filling', 'the club, international city', 'conscient one']"
0.98,2,2,3,1,high,145.39,super built up,old,bestech park view residency,palam vihar,"['2 wardrobe', '4 fan', '4 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
1.55,3,4,3,1,high,178.37,super built up,old,bestech park view residency,palam vihar,"['3 wardrobe', '4 fan', '1 geyser', '5 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
1.01,2,2,3,0,high,131.46,super built up,old,bestech park view residency,palam vihar,"['2 wardrobe', '2 fan', '1 geyser', '4 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
1.51,3,4,3,1,high,178.37,super built up,old,bestech park view residency,palam vihar,"['3 wardrobe', '5 fan', '5 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
1.4,3,3,3,0,high,165.37,super built up,old,bestech park view residency,palam vihar,"['3 wardrobe', '4 fan', '1 geyser', '4 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka sector 21 metro station', 'huda market, sector 14', 'ambience mall', 'gav public school', 'the northcap university', 'chirag hospital', 'indira gandhi international airport', 'gurgaon railway station', 'dlf cyberhub', 'fun n food village']"
