price_cr,area_sqm,bhk,bathroom,balcony,addl_room,sector,landmark_count,has_hospital_or_clinic,has_police_stn,has_fire_stn,has_mall,has_market,has_park,has_bank_or_atm,has_institute,has_airport,has_rly_stn,has_metro_stn,has_expy,has_petrol_pump,has_hotel,has_temple_or_church,has_famous_chowk,has_club,has_stadium,has_restro_cafe,area_type,floor_rise,age,society,city
0.9,185.34,4,5,3,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,super built up,low,new,sare crescent parc,gurgaon
0.96,174.19,3,4,3,1,90,10,1,0,0,1,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,super built up,low,new,shree vardhman flora,gurgaon
1.2,185.81,3,2,1,1,37,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,super built up,high,under construction,ramprastha skyz,gurgaon
0.64,78.97,2,2,1,0,23,41,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,2,carpet,low,old,ashray apartment,gurgaon
0.9,126.91,2,2,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,m3m woodshire,gurgaon
0.45,69.68,1,1,2,0,102,8,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,built up,mid,under construction,rof aalayas,gurgaon
5.9,497.03,4,4,3,0,2,12,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,built up,low,old,paras quartier,gurgaon
0.32,44.22,2,1,0,0,33,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,built up,low,under construction,gls arawali homes,sohna
1.2,169.08,3,3,3,0,37,6,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,mid aged,ild grand,gurgaon
0.56,91.97,2,2,3,0,95,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,super built up,high,new,sidhartha ncr greens,gurgaon
1.4,138.43,3,3,3,0,79,9,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,carpet,low,new,mapsko mount ville,gurgaon
1.25,100.34,2,2,2,0,31,49,7,0,0,0,2,0,13,4,0,0,0,0,3,0,1,0,0,0,3,carpet,low,old,cghs hewo apartments,gurgaon
1.5,128.67,2,2,3,0,33,8,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,carpet,low,new,godrej nature plus,sohna
2.22,144.0,3,2,3,0,68,10,1,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,super built up,mid,new,m3m the marina,gurgaon
1.5,168.34,4,4,3,1,2,15,3,0,0,0,1,2,1,4,0,0,0,0,0,0,2,0,0,0,0,carpet,high,old,valley view estate,gurgaon
1.85,168.62,3,4,3,1,79,9,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,super built up,high,new,mapsko mount ville,gurgaon
1.6,106.84,2,2,2,0,61,9,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,mid,under construction,smart world orchard,gurgaon
0.3,52.68,2,2,2,0,33,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,super built up,mid,new,gls arawali homes,sohna
0.74,113.81,3,3,2,0,11,50,33,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,0,0,carpet,low,new,ganga apartment,gurgaon
3.2,246.19,4,3,3,0,43,45,4,0,0,0,2,0,12,1,0,0,2,0,1,0,2,0,0,0,1,built up,mid,old,surbhi apartment,gurgaon
1.32,135.64,2,2,2,0,68,50,36,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,built up,high,new,espire south,gurgaon
3.0,167.23,3,3,3,0,63,13,1,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,carpet,low,new,adani brahma samsara vilasa,gurgaon
1.2,132.2,3,3,2,1,89,14,1,0,0,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,built up,low,new,smart world gems,gurgaon
1.39,111.48,3,2,3,0,33,6,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,carpet,high,new,godrej nature plus serenity,sohna
3.0,169.83,3,3,3,0,65,9,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,super built up,high,mid aged,m3m skycity,gurgaon
1.5,197.42,3,3,3,1,89,15,4,0,0,0,0,0,3,2,0,1,0,0,2,0,1,0,0,0,0,super built up,high,new,nbcc heights,gurgaon
2.0,213.68,4,4,2,0,56,47,7,0,0,0,1,0,14,0,0,0,4,0,1,0,2,1,0,0,4,super built up,mid,mid aged,the castle society,gurgaon
2.75,204.39,4,5,3,1,28,48,7,0,0,0,0,0,11,0,0,0,5,0,0,0,2,1,0,0,5,built up,high,old,essel towers,gurgaon
0.36,37.63,1,1,1,0,111,15,2,1,0,0,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,carpet,high,new,lotus homz,gurgaon
0.21,41.81,1,1,1,0,4,48,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,carpet,low,new,shreeram apartment ii,gurgaon
0.26,27.96,1,1,2,0,104,9,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,built up,mid,new,zara aavaas,gurgaon
0.38,599.4939999999999,2,2,2,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
1.8,219.34,3,4,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,low,new,m3m woodshire,gurgaon
4.1,235.79,3,4,3,1,36,14,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,1,0,0,0,carpet,high,new,krisumi waterfall residences,gurgaon
1.3,146.04,2,2,3,1,79,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,super built up,low,new,godrej 101,gurgaon
0.6,69.68,3,2,2,0,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,built up,high,under construction,signature global solera,gurgaon
0.4,55.93,2,2,1,0,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,signature global solera,gurgaon
1.99,128.21,2,2,2,1,22,14,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,ambience creacions,gurgaon
1.99,128.21,2,2,2,0,22,14,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,ambience creacions,gurgaon
0.74,114.27,2,2,3,0,33,6,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,carpet,high,new,ashiana mulberry,sohna
1.28,134.71,3,3,2,1,89,9,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,carpet,mid,mid aged,m3m soulitude,gurgaon
1.6,106.84,2,2,2,1,61,9,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,mid,new,smart world orchard,gurgaon
0.97,114.64,2,2,2,1,89,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carpet,low,new,ace palm floors,gurgaon
0.86,124.68,2,2,2,0,77,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,umang winter hills,gurgaon
1.25,117.24,2,2,2,0,70,11,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,carpet,high,new,aipl zen residences,gurgaon
0.6,86.4,2,2,0,0,56,22,3,0,0,0,1,2,6,4,0,0,0,0,0,0,2,0,0,0,1,built up,high,under construction,ansal valley view estate,gurgaon
3.23,199.74,3,3,3,1,63,12,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,super built up,mid,new,birla navya,gurgaon
0.25,29.54,1,1,0,0,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,built up,mid,under construction,signature global solera,gurgaon
,51.28,2,1,1,0,37,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,carpet,high,under construction,the millennia 2,gurgaon
0.48,61.04,2,2,1,0,81,10,1,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,super built up,mid,new,signature global synera,gurgaon
1.8,121.7,2,2,3,0,65,9,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,carpet,high,new,m3m skycity,gurgaon
7.9,366.97,4,4,3,0,63,10,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,built up,high,under construction,dlf the arbour,gurgaon
0.95,124.49,2,2,3,1,37,9,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,ild greens,gurgaon
0.36,59.92,2,2,2,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.24,38.28,1,1,1,0,36,15,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,carpet,high,new,breez global heights,gurgaon
0.65,60.39,2,2,3,0,37,15,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,0,0,super built up,high,new,signature global the millennia,gurgaon
2.01,140.84,2,2,3,1,65,11,1,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,super built up,high,new,m3m heights,gurgaon
1.0,102.84,2,2,2,1,89,14,1,0,0,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,carpet,low,new,smart world gems,gurgaon
6.02,268.68,3,3,3,0,53,9,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,1,built up,high,new,tulip monsella,gurgaon
0.9,102.66,2,2,2,0,89,14,1,0,0,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,built up,low,under construction,smart world gems,gurgaon
3.5,272.86,3,4,3,0,76,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,built up,high,under construction,whiteland  the aspen,gurgaon
1.3,130.06,2,2,3,0,85,8,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,mid aged,godrej air,gurgaon
0.5,47.9,2,2,2,0,86,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,carpet,mid,old,pyramid urban homes 2,gurgaon
0.35,61.13,2,2,2,0,33,14,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,built up,high,new,breez global hill view,sohna
0.25,55.74,1,1,1,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,built up,high,new,hcbs sports ville,sohna
0.5,120.77,2,2,0,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,built up,mid,under construction,eden landmark,manesar
0.27,40.78,1,1,1,0,84,15,2,0,0,0,0,0,1,5,1,0,0,1,1,1,0,0,0,0,0,super built up,high,new,pivotal devaan,gurgaon
1.7,148.64,3,2,3,1,56,43,5,0,0,0,1,2,14,4,0,0,3,0,1,0,2,1,0,0,4,super built up,mid,old,cghs vidya enclave,gurgaon
1.16,102.47,3,2,3,1,89,14,1,0,0,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,super built up,low,new,smart world gems,gurgaon
1.01,126.91,2,2,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,m3m woodshire,gurgaon
1.75,213.68,5,5,2,1,14,50,21,0,0,0,1,0,11,4,0,0,0,0,1,0,2,0,0,0,1,carpet,low,old,vasant apartment,gurgaon
0.5,52.03,2,2,2,0,107,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,carpet,high,new,signature global solera 2,gurgaon
0.82,100.43,3,2,3,0,36,12,1,0,0,2,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park 4,sohna
1.1,152.83,3,4,3,1,85,8,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,old,orris carnation residency,gurgaon
0.65,50.07,1,1,2,0,47,43,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,carpet,low,old,irwo westend towers,gurgaon
1.58,106.84,2,2,2,1,61,9,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,smart world orchard,gurgaon
0.85,61.41,2,2,1,1,30,49,4,0,0,0,2,0,14,3,0,0,0,0,1,0,0,0,0,0,6,carpet,low,old,afnhb jalvayu vihar,gurgaon
1.25,128.48,2,2,3,0,79,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,built up,low,under construction,"godrej 101, sector 79",gurgaon
0.87,41.81,1,1,1,0,49,15,0,0,0,0,4,0,2,3,0,0,0,0,2,0,0,0,0,0,0,carpet,low,new,satya element one,gurgaon
1.7,212.66,3,4,3,1,79,11,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,mid,new,godrej aria,gurgaon
2.35,222.97,4,4,3,1,70,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,carpet,high,old,tulip ivory,gurgaon
0.5,55.46,3,2,2,0,88,9,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,carpet,low,new,breez global heights 88a,gurgaon
1.41,146.04,2,2,3,1,79,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,carpet,low,new,godrej 101,gurgaon
0.99,138.89,3,2,3,1,92,10,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,carpet,low,new,signature global city 92,gurgaon
3.25,298.78,4,5,3,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
3.5,125.42,3,3,3,0,63,12,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,carpet,low,under construction,birla navya,gurgaon
2.5,181.16,4,5,3,1,48,45,12,0,0,0,2,3,11,0,0,0,0,0,1,0,1,0,1,0,0,carpet,low,old,parsvnath green ville,gurgaon
0.5,70.61,2,2,1,0,76,8,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,carpet,high,mid aged,pyramid pride,gurgaon
2.25,143.91,3,3,2,0,61,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,carpet,low,mid aged,suposhaa smartworld orchard,gurgaon
1.4,222.97,5,4,2,0,21,16,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,super built up,low,old,mittal surya vihar,gurgaon
0.9,137.96,3,3,2,0,85,8,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,orris carnation residency,gurgaon
0.36,55.93,2,2,1,0,33,13,1,0,0,0,1,1,1,2,0,0,1,1,0,0,1,1,0,0,0,super built up,low,new,trisara our homes 3,sohna
0.65,70.14,1,1,1,0,56,45,6,0,0,0,1,2,14,5,0,0,3,0,1,0,2,1,0,0,4,carpet,mid,old,kendriya vihar,gurgaon
1.3,136.57,2,2,2,1,79,9,1,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,super built up,mid,new,godrej aria,gurgaon
0.67,126.35,2,2,1,0,86,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,ansal heights 86,gurgaon
0.25,38.46,1,1,1,0,33,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,low,new,breez global heights,sohna
0.58,56.21,1,1,1,0,56,45,6,0,0,0,1,2,14,5,0,0,3,0,1,0,2,1,0,0,4,carpet,low,old,kendriya vihar,gurgaon
0.26,54.16,1,1,1,0,5,48,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,carpet,low,new,om apartment dayanand colony,gurgaon
0.6,69.68,3,2,2,0,86,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,carpet,low,new,pyramid urban homes 2,gurgaon
0.5,55.83,2,2,1,0,86,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,carpet,low,new,pyramid urban homes 2,gurgaon
1.35,152.36,3,2,3,1,33,8,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,godrej nature plus,sohna
1.13,149.57,3,3,2,0,70,33,9,0,0,0,2,2,9,0,0,0,0,0,0,0,1,0,0,0,0,super built up,low,new,unitech south park,gurgaon
1.6,279.45,4,1,0,0,109,15,4,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,built up,low,new,raheja atharva,gurgaon
0.65,116.22,2,2,2,0,89,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,carpet,high,mid aged,greenopolis,gurgaon
0.32,51.47,2,2,2,0,33,14,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,carpet,high,new,breez global hill view,sohna
0.8,134.71,2,2,0,0,103,15,1,0,0,1,1,2,0,3,1,1,2,2,0,0,0,1,0,0,0,built up,high,under construction,satya the hermitage,gurgaon
5.5,349.69,4,5,3,1,28,48,6,0,0,0,1,1,13,0,0,0,5,0,0,0,1,0,0,0,4,super built up,mid,old,sahara grace,gurgaon
0.95,146.6,2,2,0,1,37,8,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,built up,high,under construction,imperia the esfera,gurgaon
1.2,117.99,2,2,1,0,84,10,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,alpha corp gurgaonone 84,gurgaon
1.55,106.84,2,2,1,1,61,9,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,low,mid aged,smart world orchard,gurgaon
6.0,353.59,4,5,3,0,43,48,6,0,0,0,0,0,12,0,0,0,3,0,0,0,0,1,0,0,4,built up,low,under construction,the ivy,gurgaon
0.3,69.03,2,2,2,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,built up,low,under construction,hcbs sports ville,sohna
1.92,155.33,3,3,2,0,76,11,2,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,built up,low,under construction,whiteland blissville,gurgaon
1.82,126.26,3,2,2,0,106,20,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,built up,mid,under construction,mrg skyline,gurgaon
0.5,62.43,2,2,1,0,89,6,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,built up,mid,new,adani aangan arcade,gurgaon
0.25,46.45,1,1,1,0,89,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,super built up,mid,new,adani aangan galleria,gurgaon
1.07,189.52,4,3,3,1,92,7,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,built up,high,under construction,sare green parc 2,gurgaon
0.8,125.42,2,3,2,0,90,10,1,0,0,1,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,built up,low,under construction,shree vardhman flora,gurgaon
0.62,60.39,1,1,0,0,82,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,built up,mid,under construction,spectrum centre,gurgaon
1.25,128.67,2,2,3,0,33,8,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,built up,high,under construction,godrej nature plus,sohna
0.88,102.47,2,2,0,0,89,14,1,0,0,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,built up,low,under construction,smart world gems,gurgaon
0.8,115.66,2,2,3,0,82,8,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,carpet,high,under construction,vatika india next,gurgaon
1.1,128.21,2,2,2,0,33,8,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,carpet,high,under construction,godrej nature plus,sohna
0.85,117.15,3,2,2,0,92,49,5,0,0,0,1,1,8,3,0,0,2,0,0,0,0,1,0,0,6,built up,high,under construction,sare green parc,gurgaon
5.0,483.1,5,7,3,1,52,47,7,0,0,0,1,0,14,0,0,0,4,0,1,0,2,1,0,0,5,carpet,low,old,residency grand,gurgaon
1.45,166.67,3,3,3,0,88,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,carpet,high,new,godrej oasis,gurgaon
2.5,1683.59,4,5,3,1,85,8,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,carpet,high,mid aged,godrej air,gurgaon
1.25,132.2,3,3,3,1,89,14,1,0,0,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,super built up,low,mid aged,smart world gems,gurgaon
0.48,83.61,3,2,2,0,6,50,30,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,carpet,low,old,ss residency,gurgaon
2.0,162.58,3,3,3,1,67,12,0,0,0,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,super built up,high,new,ireo the corridors,gurgaon
0.32,53.88,2,2,1,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,carpet,mid,new,hcbs sports ville,sohna
0.82,126.35,2,2,1,0,86,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,ansal heights 86,gurgaon
0.4,52.86,2,2,1,0,104,9,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,zara aavaas,gurgaon
1.15,83.61204013377927,2,2,2,0,33,8,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,carpet,high,mid aged,godrej nature plus,sohna
0.35,684.832,2,2,2,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,built up,high,new,hcbs sports ville,sohna
0.94,125.42,3,2,3,1,84,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,antriksh heights,gurgaon
0.75,144.56,3,2,2,0,92,49,5,0,0,0,1,1,8,3,0,0,2,0,0,0,0,1,0,0,6,built up,high,under construction,sare green parc,gurgaon
1.3,152.36,2,2,2,0,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.5,185.81,3,3,3,1,84,12,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,low,new,ss almeria,gurgaon
1.25,190.45,3,3,3,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,high,mid aged,sare petioles,gurgaon
0.65,76.37,2,1,2,0,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.9,111.48,2,2,3,1,10,49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,super built up,high,new,maxworth city residences,gurgaon
0.92,125.42,2,2,3,0,88,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,built up,low,new,vatika xpressions,gurgaon
3.0,152.55,3,3,3,1,63,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,built up,high,new,dhoot time residency,gurgaon
0.68,76.55,2,2,2,0,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.55,97.55,2,2,0,0,51,46,10,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,carpet,mid,new,samaspurkunj,gurgaon
1.33,132.2,3,3,3,1,89,9,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,built up,mid,mid aged,m3m soulitude,gurgaon
0.8,126.91,2,2,3,0,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,m3m woodshire,gurgaon
1.55,144.0,3,2,3,1,89,11,1,0,0,1,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,super built up,mid,old,tulip petals,gurgaon
1.85,154.4,3,3,3,0,50,43,9,0,0,0,2,2,8,4,0,0,0,0,0,0,1,0,1,0,2,built up,high,under construction,unitech fresco,gurgaon
0.49,92.72,2,2,2,0,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,low,new,sare crescent parc,gurgaon
1.85,144.93,3,2,3,1,17,48,4,0,0,0,0,1,7,0,0,0,2,0,0,0,0,1,0,0,5,super built up,low,old,essel tower,gurgaon
2.3,240.15,3,4,3,1,109,11,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,super built up,high,new,ats tourmaline,gurgaon
1.5,125.42,2,2,2,1,67,12,0,0,0,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,carpet,high,new,ireo the corridors,gurgaon
1.25,128.67,2,2,3,0,33,8,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,carpet,high,under construction,godrej nature plus,sohna
1.0,124.49,2,2,2,0,77,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,carpet,low,new,umang winter hills,gurgaon
1.6,182.09,3,3,3,0,89,8,1,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,super built up,mid,new,vatika seven elements,gurgaon
1.1,236.16,4,3,3,1,95,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,carpet,high,new,siddhartha apartment,gurgaon
1.7,151.43,3,4,2,0,92,10,1,0,0,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,super built up,low,mid aged,dlf garden city floors,gurgaon
1.46,246.19,4,6,3,1,76,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,corona gracieux,gurgaon
1.65,100.43,2,2,2,0,63,13,1,0,0,0,0,3,0,2,1,0,1,0,0,1,0,1,1,0,0,super built up,low,mid aged,signature global city 63a,gurgaon
2.65,83.61204013377927,3,3,3,0,88,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,carpet,high,new,godrej oasis,gurgaon
0.3,33.62,1,2,2,0,103,11,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,carpet,mid,new,signature global grand iva,gurgaon
0.65,70.89,3,2,2,0,104,9,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,carpet,mid,new,zara aavaas,gurgaon
2.57,151.43,3,3,2,1,61,9,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,under construction,smart world orchard,gurgaon
0.78,93.83,2,2,3,1,92,10,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,low,new,signature global city 92,gurgaon
0.33,71.26,2,2,1,1,95,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,ramsons kshitij,gurgaon
1.2,138.61,2,2,2,0,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,built up,high,under construction,eldeco accolade,sohna
0.4,83.61,3,2,1,0,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,carpet,low,new,om appartments,gurgaon
0.43,71.54,2,2,1,0,15,50,20,0,0,0,1,0,5,3,0,0,0,0,4,0,1,0,0,0,2,carpet,low,new,the pearl apartmen,gurgaon
4.5,390.19,4,6,3,1,81,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,bestech park view grand spa,gurgaon
0.38,60.39,2,2,2,0,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,low,new,signature global solera,gurgaon
